rgb,depth,Punch_VFR,Punch_VFL,One_VFR,One_VFL,Two_VFR,Two_VFL,Three_VFR,Three_VFL,Four_VFR,Four_VFL,Five_VFR,Five_VFL,Six_VFR,Six_VFL,Seven_VFR,Seven_VFL,Eight_VFR,Eight_VFL,Nine_VFR,Nine_VFL,Span_VFR,Span_VFL,Horiz_HBL,Horiz_HFL,Horiz_HBR,Horiz_HFR,Collab,XSign,TimeOut
..\Subject2\Color\4012_color.png,..\Subject2\Depth\4012_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[322 240 96 76],[511 246 90 75],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2971_color.png,..\Subject2\Depth\2971_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[352 264 65 83],[497 260 67 85],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4566_color.png,..\Subject2\Depth\4566_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[435 330 99 84],[0 0 0 0],[0 0 0 0],[214 341 92 71],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2289_color.png,..\Subject2\Depth\2289_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[332 237 69 105],[515 236 67 97],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3461_color.png,..\Subject2\Depth\3461_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[413 358 97 56],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3808_color.png,..\Subject2\Depth\3808_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[415 288 101 111],[0 0 0 0]
..\Subject2\Color\1493_color.png,..\Subject2\Depth\1493_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[299 260 58 79],[566 261 57 78],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1443_color.png,..\Subject2\Depth\1443_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[359 258 61 80],[506 255 59 80],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\593_color.png,..\Subject2\Depth\593_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[349 229 57 108],[507 228 52 100],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3026_color.png,..\Subject2\Depth\3026_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[341 245 79 103],[483 252 82 92],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4798_color.png,..\Subject2\Depth\4798_depth.png,[285 230 82 87],[538 237 73 78],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4353_color.png,..\Subject2\Depth\4353_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[612 325 83 62],[444 340 87 71],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\5108_color.png,..\Subject2\Depth\5108_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[416 357 85 56],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1480_color.png,..\Subject2\Depth\1480_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[332 259 60 77],[532 261 57 75],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2282_color.png,..\Subject2\Depth\2282_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[329 234 70 108],[512 234 67 100],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\325_color.png,..\Subject2\Depth\325_depth.png,[0 0 0 0],[0 0 0 0],[332 254 47 89],[552 255 47 81],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2167_color.png,..\Subject2\Depth\2167_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[335 274 47 76],[546 278 43 78],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\627_color.png,..\Subject2\Depth\627_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[366 238 51 97],[499 243 51 91],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1633_color.png,..\Subject2\Depth\1633_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[334 251 88 91],[504 247 78 89],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4167_color.png,..\Subject2\Depth\4167_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[325 282 75 58],[530 282 67 57],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3834_color.png,..\Subject2\Depth\3834_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[415 288 100 111],[0 0 0 0]
..\Subject2\Color\1706_color.png,..\Subject2\Depth\1706_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[323 250 89 96],[496 250 79 91],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\930_color.png,..\Subject2\Depth\930_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[367 246 77 92],[459 240 78 92],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4459_color.png,..\Subject2\Depth\4459_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[426 348 81 67],[0 0 0 0],[0 0 0 0],[276 340 78 62],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4853_color.png,..\Subject2\Depth\4853_depth.png,[313 237 76 77],[518 238 71 69],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1764_color.png,..\Subject2\Depth\1764_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[298 261 73 79],[565 261 64 77],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4788_color.png,..\Subject2\Depth\4788_depth.png,[275 238 82 85],[538 237 74 76],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4461_color.png,..\Subject2\Depth\4461_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[425 355 82 59],[0 0 0 0],[0 0 0 0],[277 344 77 55],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\579_color.png,..\Subject2\Depth\579_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[349 231 56 103],[496 221 54 102],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2880_color.png,..\Subject2\Depth\2880_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[320 276 61 77],[542 281 58 76],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2663_color.png,..\Subject2\Depth\2663_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[340 249 65 91],[515 246 64 90],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1460_color.png,..\Subject2\Depth\1460_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[361 260 60 77],[503 257 58 77],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4246_color.png,..\Subject2\Depth\4246_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[607 333 74 62],[403 337 82 72],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3041_color.png,..\Subject2\Depth\3041_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[352 245 75 99],[480 247 78 93],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\820_color.png,..\Subject2\Depth\820_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[373 265 44 83],[507 261 45 86],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3386_color.png,..\Subject2\Depth\3386_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[402.3806208 361.097217 103.2088512 57.953448],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1502_color.png,..\Subject2\Depth\1502_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[271 262 55 78],[602 265 53 77],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\219_color.png,..\Subject2\Depth\219_depth.png,[0 0 0 0],[0 0 0 0],[356 248 56 101],[500 249 59 98],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3095_color.png,..\Subject2\Depth\3095_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[375 266 66 77],[481 266 66 78],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1230_color.png,..\Subject2\Depth\1230_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[323 281 63 74],[546 284 56 72],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\4429_color.png,..\Subject2\Depth\4429_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[425 352 82 65],[0 0 0 0],[0 0 0 0],[275 343 79 59],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\962_color.png,..\Subject2\Depth\962_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[353 228 80 101],[466 237 82 95],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3120_color.png,..\Subject2\Depth\3120_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[323 260 60 79],[545 259 60 82],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\1986_color.png,..\Subject2\Depth\1986_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[338 235 63 104],[526 233 56 100],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\2987_color.png,..\Subject2\Depth\2987_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[357 246 72 95],[489 247 72 95],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0]
..\Subject2\Color\3418_color.png,..\Subject2\Depth\3418_depth.png,[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[399 347 97 60],[0 0 0 0],[0 0 0 0]
